Depth(m),TVD(m),SPP Avg(bar),Flow In Pum Avg(lpm),ROP Avg(m/hr),Torque Abs Avg(kN-m),WOB Avg(mton),RPM Surface Avg(rpm),Dens Mud(sg),Annular Press(barg),well_id,SPP_smooth,SPP_ratio,AP_smooth,AP_ratio,mode,distance_to_low_pressure_m,is_core_drill
3748.0,1987.9117,105.9701,1153.6442,68.242,25.3666,10.7665,117.7647,1.1899,261.7354,A,117.8537,0.8991665089852928,262.79,0.9959869096997603,low_pressure_event,0.0,False
3749.0,1987.915,117.8537,1153.3992,60.0274,24.6491,13.2117,118.354,1.1897,262.7208,A,118.918,0.9910501353874098,262.8347,0.999566647782808,low_pressure_event,0.0,False
3750.0,1987.9185,119.0829,1153.3992,98.1753,26.0757,13.3562,117.0117,1.1897,262.4821,A,119.0829,1.0,262.9444,0.9982418336347914,low_pressure_event,0.0,False
3751.0,1987.9215,118.918,1153.3992,109.2959,31.0818,15.5176,117.5513,1.1898,262.79,A,119.6231,0.9941056535067224,262.9444,0.9994128036193205,drill,1.0,False
3752.0,1987.925,119.6231,1153.3992,75.0719,27.0296,15.8054,118.2703,1.1894,262.8347,A,119.6231,1.0,262.9525,0.9995520103440736,drill,2.0,False
3753.0,1987.9287,119.8545,1153.3992,89.9214,27.8852,15.798,117.8407,1.1888,262.9525,A,119.6481,1.0017250587347397,262.9525,1.0,drill,3.0,False
3754.0,1987.9324,120.0897,1153.3992,87.6572,28.1368,15.8412,117.8058,1.1892,262.9837,A,119.7657,1.0027052820632285,262.9837,1.0,drill,4.0,False
3755.0,1987.936,120.0714,1153.3992,89.2355,28.1651,15.9124,118.0727,1.1896,263.1563,A,119.7657,1.0025524837244721,262.9984,1.0006003838806623,drill,5.0,False
3756.0,1987.9402,120.1716,1153.3412,95.805,30.0812,15.7847,117.037,1.189,262.9984,A,119.7657,1.0033891172514335,263.1272,0.9995105029050588,drill,6.0,True
3757.0,1987.9442,119.9441,1153.3992,83.8279,31.1818,15.7189,118.0768,1.1898,263.1272,A,119.8545,1.0007475730990494,263.1563,0.9998894193298813,drill,7.0,True
3758.0,1987.9482,119.6481,1153.252,77.9008,30.9891,15.93,117.7172,1.1896,263.3373,A,119.8545,0.9982779119682615,263.1563,1.0006878041680933,drill,8.0,True
3759.0,1987.9526,119.7657,1153.3992,107.2981,29.2221,15.7284,118.0818,1.189,263.7094,A,119.8545,0.9992591016607636,263.1563,1.002101792736864,drill,8.0,True
3760.0,1987.957,120.5502,1153.3992,104.9444,27.6822,15.9568,118.0836,1.189,263.3557,A,119.8545,1.005804538002328,263.1563,1.0007577245918111,drill,7.0,True
3761.0,1987.9617,120.3201,1153.3193,84.0896,31.9158,15.9051,117.1846,1.1891,263.6656,A,119.8545,1.003884710211131,263.1563,1.0019353517282314,drill,6.0,True
3762.0,1987.9666,119.5549,1152.9236,83.968,31.1311,15.8044,117.6574,1.1894,263.5862,A,119.8545,0.997500302450054,263.1563,1.0016336298997972,drill,5.0,False
3763.0,1987.9709,119.9886,1153.3992,75.5206,30.5785,15.683,117.8021,1.1892,263.7766,A,119.8545,1.001118856613644,263.1563,1.002357154284355,drill,4.0,False
3764.0,1987.976,120.0127,1153.4509,79.6084,28.7926,15.7321,118.1554,1.1893,263.6753,A,119.7657,1.0020623600914118,263.1563,1.0019722119516044,drill,3.0,False
3765.0,1987.9808,119.7297,1153.0549,77.9376,30.6327,16.0188,117.9556,1.1893,263.7891,A,119.7297,1.0,263.1563,1.0024046545722067,drill,2.0,False
3766.0,1987.9862,120.1711,1153.0687,81.4562,30.9002,15.9832,117.7618,1.1892,263.8191,A,119.6481,1.0043711517357985,263.1272,1.0026295267079952,drill,1.0,False
3767.0,1987.9916,120.0748,1153.3992,66.1453,28.0843,12.5864,119.1667,1.1891,263.2495,A,119.5549,1.0043486297926727,263.1757,1.0002804210267133,low_pressure_event,0.0,False
3768.0,1987.996,94.3743,934.8022,63.5636,23.8131,7.7005,118.7481,1.1888,258.0517,A,119.5549,0.7893804436288266,263.2495,0.9802552331533392,low_pressure_event,0.0,False
3769.0,1988.0024,50.0537,567.186,118.1016,27.1618,10.0532,114.9488,1.1893,252.6972,A,119.5549,0.418667072616848,263.2495,0.9599152135141757,low_pressure_event,0.0,False
3770.0,1988.0079,49.5913,567.186,109.6569,31.552,14.8497,116.8676,1.1889,252.5498,A,119.5549,0.41479939341674826,263.2495,0.9593552884240996,low_pressure_event,0.0,False
3771.0,1988.0133,52.1313,566.7706,110.1324,31.4744,15.6694,118.5476,1.1885,252.7023,A,117.8349,0.4424096765898728,263.1757,0.960203772612745,low_pressure_event,0.0,False
3772.0,1988.0194,55.0501,585.8822,104.5844,30.3778,14.7572,118.4634,1.1884,252.8368,A,114.4386,0.48104485724222423,261.3977,0.9672495205581382,low_pressure_event,0.0,False
3773.0,1988.0251,73.8066,786.1312,93.1294,29.2082,14.6101,118.6802,1.1889,255.4214,A,103.4266,0.7136133257788616,261.2432,0.9777150180368331,low_pressure_event,0.0,False
3774.0,1988.0316,98.6948,1154.2273,146.8786,27.1873,15.0865,118.0347,1.1887,260.4265,A,103.4266,0.9542496804497103,261.2432,0.9968737942269884,low_pressure_event,0.0,False
3775.0,1988.037,102.46,1153.6772,155.9041,27.1975,15.4849,118.0015,1.1888,259.8198,A,103.4266,0.9906542417521218,261.2432,0.9945514371283156,low_pressure_event,0.0,False
3776.0,1988.0421,98.1671,1154.3177,146.865,27.0074,16.0849,118.0496,1.1888,261.2432,A,103.4266,0.9491475113752169,261.2432,1.0,drill,1.0,False
3777.0,1988.0465,114.4386,1153.3992,116.3368,26.8029,15.7654,118.0739,1.1879,263.1757,A,103.4266,1.106471642691532,261.2432,1.007397321729331,drill,2.0,False
3778.0,1988.0508,121.5256,1153.3992,121.7043,26.9058,15.7728,118.0747,1.1876,263.7699,A,103.4266,1.17499366700636,261.2432,1.0096718306926267,drill,3.0,False
3779.0,1988.0542,123.3603,1153.2664,137.9098,25.8492,15.217,118.1477,1.1877,263.797,A,103.4266,1.1927328172829814,261.2432,1.0097755654501248,drill,3.0,False
3780.0,1988.0573,123.2091,1153.441,115.3821,26.4438,15.6699,118.0531,1.1885,263.5821,A,103.4266,1.1912709109648776,261.2432,1.0089529603067182,drill,2.0,False
3781.0,1988.0598,117.8349,1153.496,102.354,26.7836,15.7687,118.0223,1.1885,261.3977,A,103.4266,1.1393094233011625,261.3977,1.0,drill,1.0,False
3782.0,1988.0619,103.4266,1154.1267,108.9746,27.3995,15.7451,118.0079,1.1886,261.2359,A,105.8198,0.9773841946403224,261.572,0.9987150765372441,low_pressure_event,0.0,False
3783.0,1988.0634,100.637,1154.0157,103.102,28.9236,15.3279,117.9084,1.1886,260.0466,A,114.4386,0.8793973362134805,261.7971,0.9933135240993884,low_pressure_event,0.0,False
3784.0,1988.0643,105.8198,1153.8043,90.5371,28.2332,15.6873,117.9226,1.189,262.1567,A,115.2846,0.9179005695470167,261.7971,1.0013735828242558,low_pressure_event,0.0,False
3785.0,1988.0648,117.1948,1153.3992,82.5381,29.7444,15.9574,117.7797,1.1883,262.6877,A,115.2846,1.0165694290477654,261.7971,1.0034018711437216,low_pressure_event,0.0,False
3786.0,1988.0648,118.4749,1153.4735,76.4329,30.1457,15.9787,117.8255,1.1891,262.5187,A,115.2846,1.027673253843098,261.7971,1.0027563330533455,drill,1.0,False
3787.0,1988.0642,118.1794,1153.5508,76.4338,30.0904,16.0617,117.8322,1.1897,262.3129,A,115.2846,1.025110032042441,261.7971,1.001970228088852,drill,1.0,False
3788.0,1988.0632,117.9158,1153.5121,75.311,29.0835,15.9141,115.7404,1.1901,261.572,A,115.3269,1.022448362004008,261.7815,0.999199714265523,low_pressure_event,0.0,False
3789.0,1988.0616,99.5913,1154.3057,90.8268,29.9137,15.8995,118.3449,1.1906,259.5349,A,115.2846,0.8638734054678596,261.572,0.9922120869206184,low_pressure_event,0.0,False
3790.0,1988.0596,96.8937,1154.0245,97.1152,29.0956,15.554,117.6157,1.1906,259.4664,A,112.7291,0.8595269544421094,261.3977,0.9926116411888859,low_pressure_event,0.0,False
3791.0,1988.0569,101.2527,1153.8055,114.8023,26.9496,15.3686,118.5013,1.1906,261.7971,A,105.8198,0.956840780269855,261.2359,1.002148249915115,low_pressure_event,0.0,False
3792.0,1988.0536,115.2846,1153.3992,110.2513,28.0983,16.1344,117.7549,1.1901,262.6569,A,105.7119,1.0905546111648736,261.2359,1.0054395280281156,low_pressure_event,0.0,False
3793.0,1988.05,118.3595,1153.3992,97.0863,27.2586,15.6566,118.3089,1.1901,262.5867,A,105.8198,1.1185005074664665,261.3868,1.0045905148997578,drill,1.0,False
3794.0,1988.0459,115.3269,1153.5748,92.3418,28.005,15.9427,117.5658,1.19,260.5988,A,112.7291,1.023044626454039,261.572,0.9962794182863608,low_pressure_event,0.0,False
3795.0,1988.0408,98.2789,1154.2072,93.7757,29.2318,15.8963,117.6549,1.1903,259.2405,A,115.2846,0.852489404482472,261.5283,0.9912521895335992,low_pressure_event,0.0,False
3796.0,1988.0356,102.3078,1153.6396,54.9433,25.5033,10.5359,119.655,1.1903,259.6122,A,115.2846,0.887436830244456,261.5256,0.99268369903367,low_pressure_event,0.0,False
3797.0,1988.0304,112.7291,1153.5269,91.1617,27.3074,8.7994,118.5275,1.19,261.7815,A,115.2846,0.9778331190809527,261.5256,1.0009784892951206,low_pressure_event,0.0,False
3798.0,1988.0238,115.8309,1153.3992,122.5611,31.0073,13.7168,116.3482,1.19,261.1224,A,115.2846,1.0047387075116712,261.4939,0.998579316764177,low_pressure_event,0.0,False
3799.0,1988.017,105.7119,1153.9452,117.7757,34.634,15.7603,117.8559,1.1894,259.6585,A,115.2846,0.9169646249368953,261.3868,0.9933879599122832,low_pressure_event,0.0,False
3800.0,1988.009,98.6605,1154.2035,152.7303,34.1099,15.1297,118.2865,1.1899,258.0479,A,115.3269,0.8554855805540599,261.4939,0.9868218723266586,low_pressure_event,0.0,False
3801.0,1988.0022,93.465,1154.2926,106.961,33.6509,15.9398,119.6088,1.1899,259.4179,A,115.8309,0.806909037225818,261.4939,0.9920610002757234,low_pressure_event,0.0,False
3802.0,1987.9935,105.5571,1153.6608,137.4201,30.0504,15.6053,119.092,1.1897,261.3868,A,115.8851,0.9108772396106144,261.4688,0.9996863870565055,low_pressure_event,0.0,False
3803.0,1987.9849,115.8851,1153.6553,134.9688,31.6555,15.4372,117.7731,1.1897,261.7491,A,115.8851,1.0,261.3868,1.0013860684625238,low_pressure_event,0.0,False
3804.0,1987.9763,117.4692,1153.7968,108.6981,33.126,16.0885,118.8551,1.1888,261.6619,A,115.8309,1.014143894245836,261.312,1.0013390123683565,drill,1.0,False
3805.0,1987.9685,117.6311,1153.6666,90.6399,34.0529,16.0777,117.9649,1.1886,261.5283,A,115.8309,1.0155416214498896,261.312,1.000827746142542,drill,2.0,False
3806.0,1987.9609,117.8264,1153.498,88.7202,34.0788,15.899,118.6364,1.1887,261.5256,A,115.8542,1.0170231204393108,261.3868,1.0005310138078893,drill,3.0,False
3807.0,1987.9539,118.1739,1153.3992,98.1384,34.1465,15.8066,118.2859,1.189,261.6002,A,115.8851,1.0197505977903976,261.3868,1.0008164146008902,drill,4.0,False
3808.0,1987.9471,117.7039,1153.3992,88.3361,33.4359,15.6969,119.0223,1.1894,261.4939,A,115.9819,1.014847144252681,261.312,1.000696102743081,drill,4.0,False
3809.0,1987.9412,115.9819,1153.3992,96.6092,33.7713,15.8139,118.6436,1.1899,261.312,A,116.6962,0.99387897806441,261.312,1.0,drill,3.0,False
3810.0,1987.936,117.0209,1153.3992,95.7025,31.5434,15.8582,119.231,1.1898,261.5953,A,116.7789,1.002072292169219,261.3868,1.0007976684362025,drill,2.0,False
3811.0,1987.9305,117.7617,1153.3992,104.1308,31.1933,15.7567,118.2274,1.1899,261.4688,A,117.0209,1.0063304930999506,261.4445,1.00009294515662,drill,1.0,False
3812.0,1987.9261,118.0175,1153.3992,88.0298,29.4798,15.9356,119.9896,1.1899,260.8949,A,117.2481,1.00656215324598,261.4688,0.997805091850347,low_pressure_event,0.0,False
3813.0,1987.9221,105.6139,1153.8535,84.7386,29.1378,15.858,118.9859,1.1895,258.7652,A,117.4692,0.8990773751757908,261.4939,0.9895649573469973,low_pressure_event,0.0,False
3814.0,1987.9183,92.8578,1154.355,82.9759,29.1106,15.966,118.6863,1.19,258.0835,A,117.5053,0.7902435039100364,261.4939,0.9869580131697145,low_pressure_event,0.0,False
3815.0,1987.9153,106.8714,1153.4377,80.9009,30.4009,15.6108,118.7887,1.1899,260.8375,A,117.6311,0.9085301421137777,261.4688,0.9975855627899007,low_pressure_event,0.0,False
3816.0,1987.9125,115.8542,1153.3782,83.6794,30.7905,15.7693,117.9195,1.19,261.4445,A,117.5053,0.9859487189088493,261.4688,0.9999070634813791,low_pressure_event,0.0,False
3817.0,1987.9102,117.2481,1153.3909,96.1817,34.0943,15.3175,114.3739,1.1903,260.9846,A,117.2481,1.0,261.4688,0.9981481538141453,drill,1.0,False
3818.0,1987.9086,116.6962,1153.4508,44.734,32.6455,14.7532,117.3081,1.19,261.1138,A,117.2481,0.9952928874753622,261.4688,0.9986422854275541,drill,2.0,False
3819.0,1987.9073,116.7789,1153.3929,41.5039,31.1723,15.2064,117.2532,1.1894,261.2757,A,117.2481,0.9959982293956149,261.4688,0.9992614797635511,drill,3.0,False
3820.0,1987.9065,117.5053,1153.3992,82.4409,26.5224,12.4362,118.6939,1.1898,262.173,A,117.5053,1.0,261.516,1.0025122745835817,drill,4.0,False
3821.0,1987.9061,118.1133,1153.3992,122.5438,26.8081,13.4013,117.1902,1.1898,262.2003,A,117.7617,1.0029856905938008,261.516,1.0026166659018951,drill,4.0,False
3822.0,1987.9064,120.2709,1153.3992,125.6318,26.7858,15.1895,118.1198,1.1898,262.1432,A,118.0175,1.0190937784650582,261.7598,1.0014647016081155,drill,3.0,False
3823.0,1987.907,118.3402,1153.4506,97.3572,29.42,15.9974,117.6781,1.1898,262.239,A,118.0879,1.002136544048967,261.7598,1.0018306859953285,drill,2.0,False
3824.0,1987.9082,118.3929,1153.3992,89.3256,26.4926,14.8653,118.139,1.1898,261.7598,A,118.0879,1.0025828217793693,261.7598,1.0,drill,1.0,False
3825.0,1987.9097,118.4342,1153.3992,44.9703,22.4991,8.506,119.1524,1.1899,260.6689,A,118.0879,1.0029325612531004,261.7598,0.9958324387472791,low_pressure_event,0.0,False
3826.0,1987.912,104.9299,1153.5135,106.031,25.3072,8.2042,116.079,1.1905,261.516,A,118.0879,0.8885745279575638,261.7598,0.9990686117578025,low_pressure_event,0.0,False
3827.0,1987.9144,116.8885,1153.3992,137.4863,29.1738,11.7856,116.8905,1.1908,262.2606,A,118.0879,0.9898431592059812,261.7598,1.001913204395786,low_pressure_event,0.0,False
3828.0,1987.9176,118.2089,1153.3992,116.794,32.4463,15.4495,117.1996,1.1907,262.2413,A,118.0879,1.0010246604436186,261.7598,1.001839472676859,low_pressure_event,0.0,False
3829.0,1987.9211,118.4936,1153.298,116.696,34.6673,15.6184,117.8088,1.1904,262.1708,A,118.0879,1.0034355763799678,261.8367,1.0012759861394525,drill,1.0,False
3830.0,1987.9253,118.0879,1153.2644,77.0111,37.7134,15.651,114.1576,1.1902,261.8367,A,118.0879,1.0,262.1432,0.9988307917199456,drill,2.0,False
3831.0,1987.9292,118.4684,1153.3701,73.1563,37.4836,14.4051,117.0582,1.1901,262.4956,A,118.1133,1.0030064353464005,262.1432,1.001344303418895,drill,2.0,False
3832.0,1987.9342,118.5331,1153.2291,96.5486,37.1241,14.7343,117.2625,1.19,262.5837,A,118.2089,1.0027426022913672,262.1432,1.0016803792736186,drill,1.0,False
3833.0,1987.939,118.683,1153.2305,94.3834,36.4744,14.6517,117.3431,1.1893,261.754,A,118.0879,1.0050394663636155,262.1708,0.9984101967114569,low_pressure_event,0.0,False
3834.0,1987.9438,99.9934,1154.2837,104.0595,37.2015,15.1427,117.2885,1.1899,259.6805,A,118.0879,0.8467709223383597,262.1708,0.9905012304955396,low_pressure_event,0.0,False
3835.0,1987.9484,97.6809,1153.9691,103.8548,37.5352,14.7545,117.2669,1.1899,259.1872,A,118.0879,0.8271880522898619,262.2413,0.9883538557809163,low_pressure_event,0.0,False
3836.0,1987.9529,99.982,1153.8301,113.4522,39.9547,15.1637,117.1902,1.19,260.4656,A,118.0879,0.8466743840816883,262.2531,0.9931840653170543,low_pressure_event,0.0,False
3837.0,1987.9574,97.8483,1154.4093,87.9998,42.496,15.5359,116.9161,1.19,259.4786,A,118.2089,0.827757470038212,262.2606,0.9893922304760988,low_pressure_event,0.0,False
3838.0,1987.962,94.085,1154.2388,96.9428,43.3167,15.648,116.8842,1.1896,259.2278,A,118.2089,0.79592145769058,262.4956,0.9875510294267789,low_pressure_event,0.0,False
3839.0,1987.9659,108.2001,1153.6681,73.4559,41.2966,15.768,115.4974,1.1897,262.2531,A,118.2355,0.9151236303817382,262.5837,0.9987409728783622,low_pressure_event,0.0,False
3840.0,1987.9705,116.9374,1153.6429,81.977,41.277,15.7924,117.4396,1.1901,262.9863,A,118.2355,0.9890210638936698,262.9613,1.000095071023759,low_pressure_event,0.0,False
3841.0,1987.9744,118.3377,1153.558,75.1617,40.1743,15.7338,116.9,1.1903,263.0193,A,118.3299,1.000065917405491,262.9863,1.0001254818216765,drill,1.0,False
3842.0,1987.9785,118.4466,1153.6169,76.735,40.8879,15.8345,116.9211,1.1904,263.0071,A,118.3299,1.0009862257975373,263.0071,1.0,drill,2.0,False
3843.0,1987.9828,118.053,1153.6123,79.4997,40.0008,15.9656,117.2451,1.1907,263.2359,A,118.3299,0.9976599321050723,263.0071,1.0008699384921549,drill,3.0,False
3844.0,1987.9871,118.2355,1153.4615,86.9272,41.3391,15.8662,116.8422,1.1905,262.9613,A,118.2355,1.0,263.0071,0.9998258602144201,drill,4.0,False
3845.0,1987.9905,118.3807,1153.4948,75.1857,39.0581,15.9035,118.1752,1.1903,263.1148,A,118.2355,1.0012280575630839,263.0071,1.0004094946486237,drill,5.0,False
3846.0,1987.9944,118.3299,1153.624,89.9179,36.6896,15.9072,117.0016,1.19,263.0771,A,118.2355,1.0007984065699387,263.0193,1.0002197557365562,drill,6.0,True
3847.0,1987.9979,118.5571,1153.5389,90.6249,35.8068,15.8507,117.675,1.1902,263.0442,A,118.3299,1.0019200557086587,263.0442,1.0,drill,7.0,True
3848.0,1988.0017,118.067,1153.6621,91.9972,37.9248,15.7601,116.8352,1.1888,263.1247,A,118.3299,0.9977782453969791,263.0771,1.000180935550833,drill,8.0,True
3849.0,1988.0052,118.6679,1153.6106,78.8913,35.7612,16.0135,118.021,1.1886,263.3271,A,118.3377,1.0027903195684893,263.0815,1.000933551009858,drill,9.0,True
3850.0,1988.0089,118.6599,1153.4807,105.6974,36.7196,15.1486,117.0936,1.1883,263.2348,A,118.3807,1.0023584925583309,263.1148,1.0004560746867908,drill,10.0,True
3851.0,1988.0121,118.5857,1153.5901,73.9578,34.4054,15.9689,117.634,1.1875,263.3991,A,118.4466,1.001174368871711,263.1247,1.0010428515452938,drill,11.0,True
3852.0,1988.0155,118.7404,1153.361,84.8586,35.3671,15.9572,117.6534,1.1865,263.2597,A,118.5571,1.0015460904492433,263.1462,1.0004313191678238,drill,12.0,True
3853.0,1988.0189,118.8461,1153.4534,75.1106,30.101,11.2883,116.9377,1.1871,262.7651,A,118.5857,1.002195880278988,263.1918,0.9983787488819941,drill,11.0,True
3854.0,1988.0216,115.4198,1153.6259,71.0486,26.864,6.0226,119.2913,1.1875,261.5374,A,118.5857,0.9733028518615651,263.1462,0.9938862883066523,drill,10.0,True
3855.0,1988.025,115.3741,1153.6569,152.8138,29.9707,10.8094,114.8384,1.1875,263.0049,A,118.5857,0.9729174765591466,263.1462,0.9994630361373259,drill,9.0,True
3856.0,1988.0283,118.2121,1153.5315,120.6898,35.5348,15.0008,116.4261,1.1874,263.0815,A,118.5857,0.9968495358209295,263.1462,0.9997541290734959,drill,8.0,True
3857.0,1988.031,119.0772,1153.5485,91.4119,35.554,15.8556,118.2503,1.1869,263.3595,A,118.5857,1.0041446818629902,263.1462,1.0008105760219985,drill,7.0,True
3858.0,1988.0337,118.2959,1153.5819,94.5687,35.4345,16.0595,116.9604,1.1871,263.2802,A,118.6012,0.997425827057399,263.1918,1.0003358767256425,drill,6.0,True
3859.0,1988.0364,119.0355,1153.4133,107.2731,35.0916,15.8314,117.1387,1.1872,263.3985,A,118.6599,1.0031653490353523,263.2191,1.0006815614824303,drill,5.0,False
3860.0,1988.0392,119.1481,1153.509,93.8559,35.9825,15.9865,117.2934,1.1867,263.1462,A,118.6599,1.0041142795502103,263.2191,0.9997230444143301,drill,4.0,False
3861.0,1988.0417,119.4226,1153.3406,94.2711,35.5024,16.0019,118.0259,1.187,263.2647,A,118.7404,1.0057453065679416,263.2191,1.0001732397079086,drill,3.0,False
3862.0,1988.0446,119.8582,1153.3041,82.8283,35.2309,16.0722,117.0206,1.1872,263.2191,A,118.8461,1.0085160556383423,263.2191,1.0,drill,2.0,False
3863.0,1988.0471,119.2013,1153.3206,90.3939,34.8522,15.8194,117.7203,1.1873,263.1918,A,119.0355,1.0013928617933305,263.2191,0.9998962841222387,drill,1.0,False
3864.0,1988.0498,117.1765,1153.6218,95.3989,35.1939,15.977,117.6152,1.1873,261.8912,A,119.0772,0.9840380862163369,263.2647,0.9947828174457116,low_pressure_event,0.0,False
3865.0,1988.0524,97.8887,1154.1967,98.4803,36.2007,16.0317,116.9989,1.1868,259.2237,A,119.1481,0.8215716406724068,263.2802,0.9845924608079151,low_pressure_event,0.0,False
3866.0,1988.0551,93.6449,1154.0996,87.2537,35.6918,15.9025,117.8216,1.1867,260.6248,A,119.2013,0.785603009363153,263.2864,0.9898908564969553,low_pressure_event,0.0,False
3867.0,1988.0575,112.3472,1153.3992,80.3131,34.141,15.8809,118.3383,1.1869,263.0414,A,119.2191,0.9423590683036527,263.3198,0.998942730474503,low_pressure_event,0.0,False
3868.0,1988.0602,118.6012,1153.3992,91.1802,30.5578,15.7832,117.1182,1.1868,263.3696,A,119.3329,0.9938684134886524,263.3198,1.0001891236435696,low_pressure_event,0.0,False
3869.0,1988.0627,119.5719,1153.3086,86.9865,33.0803,15.9654,117.6051,1.1867,263.4854,A,119.4226,1.001250182126331,263.344,1.000536940275837,drill,1.0,False
3870.0,1988.0654,119.5526,1153.3038,88.642,33.3075,15.8618,117.2719,1.1866,263.7572,A,119.4921,1.0005063096221425,263.344,1.00156905036758,drill,2.0,False
3871.0,1988.0681,119.6173,1153.306,90.6802,32.324,15.8212,117.6817,1.186,263.4358,A,119.5096,1.0009011828338477,263.3696,1.0002513577876868,drill,3.0,False
3872.0,1988.0707,119.3329,1153.3992,81.2534,33.5704,16.0164,117.7737,1.1867,263.3198,A,119.5096,0.9985214576904281,263.3696,0.9998109121174198,drill,4.0,False
3873.0,1988.0732,119.7103,1153.384,91.9664,33.3665,15.9444,117.0602,1.1873,263.344,A,119.4921,1.0018260621413466,263.3696,0.9999027981969065,drill,5.0,False
3874.0,1988.0758,119.9154,1152.9677,93.603,34.1531,15.7004,118.4204,1.1863,263.4144,A,119.4921,1.0035424936041797,263.3924,1.0000835255686953,drill,6.0,True
3875.0,1988.0786,119.4921,1153.1945,89.2173,34.6458,15.9388,117.4346,1.1877,263.2864,A,119.4921,1.0,263.3924,0.9995975586235594,drill,7.0,True
3876.0,1988.0812,119.2191,1153.3992,88.1879,33.9378,15.9139,117.6742,1.1872,263.5163,A,119.4921,0.9977153301347955,263.4144,1.000386842936453,drill,8.0,True
3877.0,1988.0837,119.5096,1153.2711,100.8334,33.1623,15.4287,117.5638,1.1873,263.6529,A,119.4921,1.0001464531964877,263.4305,1.0008442454461424,drill,9.0,True
3878.0,1988.0863,120.0173,1153.1155,93.0819,32.447,15.8632,118.3157,1.1876,263.6697,A,119.5096,1.004248194287321,263.4358,1.000887882360712,drill,10.0,True
3879.0,1988.0891,120.0105,1153.3992,94.7494,32.4823,15.903,117.2072,1.1873,263.7121,A,119.5526,1.0038301132723169,263.4854,1.0008603892283974,drill,11.0,True
3880.0,1988.0917,119.7903,1153.3889,97.7987,32.7457,16.0322,117.8746,1.1877,263.6081,A,119.5526,1.001988246177833,263.5163,1.0003483655470269,drill,12.0,True
3881.0,1988.0944,119.6993,1153.316,98.1757,32.3268,15.7991,117.7385,1.1882,263.3924,A,119.6173,1.0006855195694937,263.4358,0.9998352539783888,drill,13.0,True
3882.0,1988.0969,119.292,1153.3662,64.9673,28.9278,11.5739,118.7183,1.1872,262.9731,A,119.6836,0.9967280395977394,263.4309,0.9982621628669984,drill,12.0,True
3883.0,1988.0992,115.8871,1153.4086,54.7013,25.1916,6.6969,119.0805,1.1873,262.016,A,119.6836,0.9682788619326291,263.4309,0.9946289520325824,drill,11.0,True
3884.0,1988.1022,117.3035,1153.3992,135.7107,30.0573,11.2317,117.8403,1.1885,263.4305,A,119.6576,0.9803263645602118,263.4309,0.9999984815752442,drill,10.0,True
3885.0,1988.1047,118.8681,1153.4919,112.9525,35.2937,15.3166,117.4054,1.1886,263.3279,A,119.5463,0.9943268842281191,263.4309,0.9996090056253841,drill,9.0,True
3886.0,1988.1073,119.4491,1153.1052,92.3346,35.4108,15.9734,116.142,1.1885,263.6155,A,119.5463,0.9991869259023491,263.4309,1.0007007530247969,drill,8.0,True
3887.0,1988.1101,119.2459,1153.1866,110.8563,35.109,16.0226,117.6138,1.1882,263.758,A,119.5463,0.9974871660603465,263.4305,1.001243212156527,drill,7.0,True
3888.0,1988.1128,120.1868,1153.0322,143.9328,35.3051,16.1265,116.8142,1.1881,263.7125,A,119.5463,1.0053577567854464,263.3924,1.0012152970245154,drill,6.0,True
3889.0,1988.1154,120.1676,1153.2245,93.3811,34.2294,15.9392,117.8947,1.188,263.6395,A,119.4491,1.0060151143876346,263.3815,1.000979567661358,drill,5.0,False
3890.0,1988.1179,120.1608,1153.0734,103.9918,34.6873,16.0194,117.0472,1.1879,263.6226,A,119.4491,1.005958186373945,263.3759,1.000936684032214,drill,4.0,False
3891.0,1988.1208,119.8273,1153.144,94.3708,34.9043,15.8171,117.3967,1.188,263.4309,A,119.4491,1.0031662021731431,263.3279,1.000391147311014,drill,3.0,False
3892.0,1988.1238,119.6836,1153.1862,94.2528,35.614,16.0849,116.9102,1.188,263.3815,A,119.4491,1.0019631792956163,263.2184,1.0006196375329386,drill,2.0,False
3893.0,1988.1267,119.5463,1153.2911,90.5701,34.7221,15.8871,117.7183,1.1878,263.3759,A,119.5463,1.0,263.2184,1.0005983624245114,drill,1.0,False
3894.0,1988.1299,119.6576,1153.6523,94.9546,38.0633,16.0907,117.2242,1.1879,262.998,A,119.6576,1.0,263.2184,0.9991626725183347,low_pressure_event,0.0,False
3895.0,1988.1332,106.6816,1154.0804,107.3381,34.7689,15.8185,118.7775,1.1882,260.3331,A,119.6836,0.8913635619249421,263.1792,0.9891856955260903,low_pressure_event,0.0,False
3896.0,1988.1367,97.7452,1154.049,89.9131,35.6584,16.073,116.212,1.1873,260.0509,A,119.8273,0.8157172864614324,263.12,0.98833574034661,low_pressure_event,0.0,False
3897.0,1988.1403,103.6581,1153.8741,79.9814,34.9859,15.9705,118.2243,1.188,262.5518,A,119.8273,0.8650624690700701,262.998,0.9983034091514005,low_pressure_event,0.0,False
3898.0,1988.1439,117.0055,1153.5536,82.1586,34.0799,15.3549,117.5552,1.1881,263.12,A,119.8273,0.9764511092213545,262.9864,1.000508011060648,low_pressure_event,0.0,False
3899.0,1988.1472,119.156,1153.4583,75.8673,32.3311,13.786,120.0242,1.188,261.7758,A,119.8273,0.9943977707917979,262.9599,0.995497032056979,low_pressure_event,0.0,False
