well_id,Depth(m),mode,SPP Avg(bar),Annular Press(barg),SPP_pred_lr,AP_pred_lr,warning_AP_trend,warning_AP_trend_seg,warning_AP_trend_local,rolling_abs_z_AP_lr_trend,rolling_abs_z_AP_lr_trend_seg,rolling_abs_z_AP_lr_trend_local,z_AP_lr_trend,z_AP_lr_trend_seg,z_AP_lr_trend_local,r_AP_lr_trend_lowess,r_AP_lr,warning_SPP_trend,warning_SPP_trend_seg,warning_SPP_trend_local,rolling_abs_z_SPP_lr_trend,rolling_abs_z_SPP_lr_trend_seg,rolling_abs_z_SPP_lr_trend_local,z_SPP_lr_trend,z_SPP_lr_trend_seg,z_SPP_lr_trend_local,r_SPP_lr_trend_lowess,r_SPP_lr,is_spike_r_SPP_lr,is_spike_r_AP_lr,r_SPP_lr_clean,r_AP_lr_clean
A,3589.0,drill,111.7634,263.0904,111.51613928025147,261.9778303163461,0,0,0,1.0697109451248437,1.3448111480064,0.12561276542960342,1.0321483049775304,1.2654212227001729,-0.1005735292637322,1.0611935823366156,1.1125696836538737,0,0,0,0.04322940318828064,0.9760130783570117,0.3794515948363192,0.015066382652869569,0.8860185578975428,-0.5757998650123937,0.4179310017895996,0.2472607197485388,False,False,0.2472607197485388,1.1125696836538737
A,3590.0,drill,112.514,263.2005,111.50058082565769,261.9695302106801,0,0,0,1.1191328058697805,1.4492659418560259,0.17042816387317894,1.0775330689809757,1.3613434744413615,-0.10250054989285327,1.1375988473179528,1.2309697893198859,0,0,0,0.05737924668810131,1.0212286964311368,0.35610095103635514,0.013863932415106178,0.8821761457390946,-0.6302845812233971,0.4086444801819917,1.013419174342303,False,False,1.013419174342303,1.2309697893198859
A,3591.0,drill,111.9701,263.1141,111.52427637618804,262.0109705661465,0,1,0,1.1683358399543002,1.5532582380708382,0.23576629165707808,1.1298665583668122,1.4719520950564642,-0.07221626989382406,1.225702293743703,1.1031294338534963,0,0,0,0.07436825087477415,1.0755168109798279,0.3517652401696256,0.0173149315914564,0.8932037631635523,-0.6444676471211369,0.4352965422902945,0.44582362381196106,False,False,0.44582362381196106,1.1031294338534963
A,3592.0,drill,112.1739,263.2211,111.64314392676016,262.0137945249652,0,1,0,1.2148877980682056,1.6516473945046648,0.3075339260174122,1.1873679132485813,1.5934831762362582,-0.01442231117700081,1.3225058434149974,1.2073054750347865,0,0,0,0.09392919218414982,1.1380235130098761,0.36746377787082574,0.025001413689938416,0.9177658043552425,-0.6395645732303787,0.4946592334456605,0.5307560732398429,False,False,0.5307560732398429,1.2073054750347865
A,3593.0,drill,111.9408,263.2474,111.71302342735916,261.9703221711717,0,1,0,1.2583868387955917,1.7435841055743933,0.38044930150507816,1.2475700248435926,1.7207223991466039,0.06594260973915847,1.4238561178926548,1.2770778288283395,0,0,0,0.11618208469887795,1.2091323057681325,0.39556466105599963,0.03863079563326822,0.961318295133235,-0.6100055103799396,0.5999189323006401,0.22777657264083473,False,False,0.22777657264083473,1.2770778288283395
A,3594.0,drill,111.9155,262.8763,111.22927907003209,261.7884450136133,0,1,0,1.2985686082240178,1.8285096502401605,0.44890221350470216,1.310103261422394,1.8528885344788875,0.1763488576840653,1.5291308420397558,1.0878549863867306,0,0,0,0.14160588804485016,1.2903736977381364,0.43265856604152714,0.0691881723531003,1.0589639457814988,-0.4950645277882027,0.8359135125906012,0.6862209299679023,False,False,0.6862209299679023,1.0878549863867306
A,3595.0,drill,109.1267,261.4005,109.99080180299767,261.2004270367884,0,1,0,1.3347666036413628,1.9050153522128614,0.5035085227033316,1.3767368536499773,1.9937209117848211,0.3374237292819882,1.6413085162570415,0.2000729632115963,0,0,0,0.1704993826612885,1.3827024374461216,0.48137822768931565,0.12270372835841703,1.22997212275473,-0.2864970897412362,1.2492140813616768,-0.8641018029976664,False,False,-0.8641018029976664,0.2000729632115963
A,3596.0,drill,107.358,262.98,108.91587527051516,260.6415958629652,0,1,0,1.366348801940105,1.9717654090275698,0.5354995152125904,1.4507854842198435,2.1502252263621497,0.5809021400866917,1.7659694099385932,2.3384041370348427,0,0,0,0.20185598873531121,1.4829020138132933,0.5422248894562238,0.18341641238307074,1.4239786171126765,-0.07760866740982982,1.7180980603773306,-1.5578752705151544,False,False,-1.5578752705151544,2.3384041370348427
A,3597.0,low_pressure_event,110.9927,262.6475,107.67756690245838,260.4084759038608,0,0,0,1.3932618233359633,2.028647000683606,0.5495415221446738,1.5237250281541075,2.3043854483833295,0.8906662164945719,1.8887631559078855,2.2390240961391896,0,0,0,0.23328410569716063,1.5833301021772335,0.6005037623253284,0.23575275336411458,1.5912186297125372,0.07597632961389235,2.122291553064081,3.3151330975416187,False,False,3.3151330975416187,2.2390240961391896
A,3598.0,low_pressure_event,96.9869,260.539,106.44613184668115,259.28812045719343,0,0,0,1.4153198892344998,2.0752674777644717,0.553838899000743,1.5565449705871277,2.373751519780164,1.0756232401430839,1.9440155396831276,1.2508795428065582,0,0,0,0.26267017178218344,1.6772328468131186,0.6383972639306037,0.2788865552598372,1.729052063179606,0.19212937007966516,2.455413848476464,-9.45923184668115,False,False,-9.45923184668115,1.2508795428065582
A,3599.0,low_pressure_event,91.8358,260.4366,105.56103775067228,258.0528506555864,0,0,0,1.4309833842504245,2.1083728104693042,0.552517885301673,1.553048611365468,2.3663618449233725,1.1032211531401392,1.9381294177947206,2.3837493444136157,0,0,0,0.2890353770353146,1.7614824748168918,0.6473057329582941,0.3179643609690976,1.853924620119701,0.30755168169400565,2.7572116906657205,-13.725237750672278,True,False,-7.378131226502717,2.3837493444136157
A,3600.0,low_pressure_event,100.1414,262.7479,105.43843060632429,257.67746622839985,0,0,0,1.4386205376264447,2.1245141954650504,0.5770560704486205,1.5439115587181311,2.34705037149269,1.0982468054290653,1.9227471866870474,5.070433771600165,0,0,0,0.31225044297384513,1.8356658786867317,0.6309442643145659,0.3585095987217929,1.983486334705004,0.46245764517328686,3.0703425085999045,-5.2970306063242845,False,False,-5.2970306063242845,5.070433771600165
